Route Number,ETA,Distance,Route,Time
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:41:45 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:42:10 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:42:30 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:42:57 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:43:24 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:43:49 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:44:08 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:44:33 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:44:53 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:45:12 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:45:34 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:45:54 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:46:12 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:46:32 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:46:58 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:47:19 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:47:40 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:48:13 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:48:38 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:48:57 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:49:22 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:49:52 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:50:13 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:50:40 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:51:00 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:51:19 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:51:45 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:52:06 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:52:40 2018
